0, 0, 0, 0, 0, 0.0, 0
1, 8, 8, 8, 8, 2.6, 8
2, 16, 16, 16, 16, 5.2, 16
3, 24, 24, 24, 24, 7.8, 24
4, 32, 32, 32, 32, 10.4, 32
5, 40, 40, 40, 40, 13.0, 40
6, 48, 48, 48, 48, 15.6, 48
7, 56, 56, 56, 56, 18.2, 56
8, 56, 64, 64, 64, 20.8, 64
9, 56, 72, 72, 72, 20.8, 72
10, 56, 80, 80, 80, 20.8, 80
11, 56, 88, 88, 88, 20.8, 88
12, 56, 96, 96, 96, 20.8, 96
13, 56, 104, 96, 104, 20.8, 104
14, 56, 112, 96, 104, 20.8, 104
15, 56, 120, 96, 104, 20.8, 104
16, 56, 128, 96, 104, 20.8, 104
17, 56, 136, 96, 104, 20.8, 104
18, 56, 136, 96, 104, 20.8, 104
19, 64, 136, 96, 104, 20.8, 104
20, 72, 136, 96, 104, 23.400000000000002, 104
21, 80, 136, 96, 104, 26.0, 104
22, 88, 136, 96, 104, 28.6, 104
23, 96, 136, 96, 104, 31.2, 104
24, 104, 136, 88, 104, 33.800000000000004, 104
25, 112, 136, 80, 112, 36.4, 112
26, 120, 136, 72, 120, 39.0, 120
27, 128, 136, 64, 128, 41.6, 128
28, 128, 136, 56, 136, 44.199999999999996, 136
29, 128, 128, 48, 144, 44.199999999999996, 144
30, 128, 120, 48, 152, 44.199999999999996, 152
31, 128, 112, 48, 152, 44.199999999999996, 152
32, 128, 104, 48, 152, 44.199999999999996, 152
33, 128, 96, 48, 152, 44.199999999999996, 152
34, 128, 88, 48, 152, 44.199999999999996, 152
35, 128, 80, 48, 152, 44.199999999999996, 152
36, 128, 72, 48, 152, 44.199999999999996, 152
37, 128, 64, 48, 152, 44.199999999999996, 152
38, 128, 56, 48, 152, 44.199999999999996, 152
39, 120, 48, 48, 152, 44.199999999999996, 152
40, 112, 40, 48, 152, 41.6, 152
41, 104, 32, 56, 152, 39.0, 152
42, 96, 32, 64, 144, 36.4, 144
43, 88, 32, 72, 136, 33.800000000000004, 136
44, 80, 32, 80, 128, 31.2, 128
45, 72, 32, 88, 120, 28.6, 120
46, 64, 32, 96, 112, 26.0, 112
47, 56, 32, 104, 104, 23.400000000000002, 104
48, 48, 32, 112, 96, 20.8, 96
49, 48, 32, 112, 88, 18.2, 88
50, 48, 32, 112, 80, 15.6, 80
51, 48, 32, 112, 72, 13.0, 72
52, 48, 32, 112, 64, 10.4, 64
53, 48, 40, 112, 56, 7.8, 56
54, 48, 48, 112, 48, 5.2, 48
55, 48, 56, 112, 40, 5.2, 40
56, 48, 64, 112, 32, 5.2, 32
57, 48, 72, 112, 32, 5.2, 24
58, 48, 80, 112, 32, 5.2, 16
59, 48, 88, 112, 32, 5.2, 16
60, 56, 96, 104, 32, 5.2, 16
61, 64, 104, 96, 32, 5.2, 16
62, 72, 112, 88, 32, 5.2, 16
63, 80, 120, 80, 32, 5.2, 16
64, 88, 128, 72, 32, 5.2, 16
65, 96, 136, 64, 32, 5.2, 16
66, 104, 144, 56, 32, 7.8, 16
67, 112, 152, 48, 32, 10.4, 16
68, 112, 152, 40, 40, 13.0, 16
69, 112, 152, 32, 48, 15.6, 16
70, 112, 152, 24, 56, 18.2, 24
71, 112, 152, 24, 64, 20.8, 32
72, 112, 152, 24, 72, 23.400000000000002, 40
73, 112, 152, 24, 80, 26.0, 48
74, 112, 152, 24, 88, 28.6, 56
75, 112, 152, 24, 96, 31.2, 64
76, 112, 152, 24, 104, 33.800000000000004, 72
77, 112, 152, 24, 112, 33.800000000000004, 80
78, 112, 152, 24, 120, 33.800000000000004, 88
79, 104, 144, 24, 120, 33.800000000000004, 96
80, 96, 136, 24, 120, 33.800000000000004, 104
81, 88, 128, 24, 120, 33.800000000000004, 112
82, 80, 120, 32, 120, 33.800000000000004, 120
83, 72, 112, 40, 120, 33.800000000000004, 120
84, 64, 104, 48, 120, 33.800000000000004, 120
85, 56, 104, 56, 120, 33.800000000000004, 120
86, 48, 104, 64, 120, 33.800000000000004, 120
87, 40, 104, 72, 120, 33.800000000000004, 120
88, 32, 104, 80, 120, 31.2, 120
89, 24, 104, 88, 120, 28.6, 120
90, 16, 104, 96, 112, 26.0, 120
91, 8, 104, 96, 104, 23.400000000000002, 120
92, 8, 104, 96, 96, 20.8, 120
93, 8, 104, 96, 88, 18.2, 120
94, 8, 104, 96, 80, 15.6, 112
95, 8, 104, 96, 72, 13.0, 104
