[-0.17368150118377354,-0.07603510489436963,-0.2098813775675623,-0.08284461149314722,-0.01808787612391818,-0.7105819921164409] [0.11169821156797628,0.08696067532300489,-0.1512868806930534,0.05158693486907399,-0.005113436752830318,-0.6861455480537666]
[0.11169821156797628,0.08696067532300489,-0.1512868806930534,0.05158693486907399,-0.005113436752830318,-0.6861455480537666] [0.37888639675986496,0.3131604765622079,-0.05188402365644329,0.22525060206983108,0.08484030995634487,-0.6221439134653632]
[0.37888639675986496,0.3131604765622079,-0.05188402365644329,0.22525060206983108,0.08484030995634487,-0.6221439134653632] [0.674699575395024,0.5917968623284465,0.09527158187996854,0.44230329954385544,0.22798145343401433,-0.5081818120225883]
[0.674699575395024,0.5917968623284465,0.09527158187996854,0.44230329954385544,0.22798145343401433,-0.5081818120225883] [0.9146659662547278,0.87016265195133,0.2781475235832236,0.6489631839104805,0.42936780151829695,-0.3368749268814133]
[0.9146659662547278,0.87016265195133,0.2781475235832236,0.6489631839104805,0.42936780151829695,-0.3368749268814133] [1.0567377307766324,1.1295649937120507,0.46716043864626666,0.7841252895990914,0.6780451273162164,-0.08474257663246654]
[1.0567377307766324,1.1295649937120507,0.46716043864626666,0.7841252895990914,0.6780451273162164,-0.08474257663246654] [1.0485942177571952,1.3167374577646336,0.5657916953793798,0.7845809038581985,0.9203854883153317,0.14892986589039925]
[1.0485942177571952,1.3167374577646336,0.5657916953793798,0.7845809038581985,0.9203854883153317,0.14892986589039925] [0.8916091272735989,1.3571073698088085,0.510911903603092,0.6689594711294555,1.07670923991367,0.23225647217370593]
[0.8916091272735989,1.3571073698088085,0.510911903603092,0.6689594711294555,1.07670923991367,0.23225647217370593] [0.6305658576755775,1.2319491003054162,0.33976636566804697,0.475003828539416,1.0441537201403146,0.0934423034502494]
[0.6305658576755775,1.2319491003054162,0.33976636566804697,0.475003828539416,1.0441537201403146,0.0934423034502494] [0.32965390878543077,1.089761754511542,0.16282774533036815,0.24980535009908916,0.9020864567457373,-0.16950906879185634]
[0.32965390878543077,1.089761754511542,0.16282774533036815,0.24980535009908916,0.9020864567457373,-0.16950906879185634] [0.0432482516586756,0.9849438701957732,0.026886394930558666,0.021662913480301783,0.7327377362053715,-0.4672394982772614]
[0.0432482516586756,0.9849438701957732,0.026886394930558666,0.021662913480301783,0.7327377362053715,-0.4672394982772614] [-0.20118026358951657,0.9348818467578289,-0.0140802847745789,-0.2064135589981735,0.6370661054334524,-0.6380999829857634]
[-0.20118026358951657,0.9348818467578289,-0.0140802847745789,-0.2064135589981735,0.6370661054334524,-0.6380999829857634] [-0.3774228900114704,0.9712481381015708,0.0532183091345928,-0.45682194547792004,0.6912641845725822,-0.48872163799888746]
[-0.3774228900114704,0.9712481381015708,0.0532183091345928,-0.45682194547792004,0.6912641845725822,-0.48872163799888746] [-0.531221148264397,0.9972776516378637,0.10756422511234298,-0.7598396647250737,0.777049433433956,-0.2106387324711685]
[-0.531221148264397,0.9972776516378637,0.10756422511234298,-0.7598396647250737,0.777049433433956,-0.2106387324711685] [-0.6407845500021143,0.8877980735932379,0.08423206213137391,-1.0085999625717936,0.7886646694274788,0.014227318603355243]
[-0.6407845500021143,0.8877980735932379,0.08423206213137391,-1.0085999625717936,0.7886646694274788,0.014227318603355243] [-0.6629619822352885,0.6033465252433173,0.0068682011275758015,-1.1045373206953046,0.668091012678349,0.033933514877912074]
[-0.6629619822352885,0.6033465252433173,0.0068682011275758015,-1.1045373206953046,0.668091012678349,0.033933514877912074] [-0.5967605925767248,0.26651138346447667,-0.08451468477143997,-1.0237718222524903,0.4861628750084729,-0.13171444557066803]
